,CaseID,Event,Date,timestamp,type,sensor
0,1,1,01.10.21,1633069800.0,FloorSensor,T10_Bed
1,1,2,01.10.21,1633069801.5,FloorSensor,T11_BedWindow5_BedroomT8_Window
2,1,3,01.10.21,1633069803.914213,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
3,1,4,01.10.21,1633069805.12132,PresenceSensor,Door2_Bathroom
4,1,6,01.10.21,1633070004.192388,ProximitySensor,T11_BedWindow5_BedroomT8_Window
5,1,26,01.10.21,1633070193.849242,PresenceSensor,Door1_Bedroom
6,1,27,01.10.21,1633070200.506096,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
7,1,147,01.10.21,1633071050.96194,PresenceSensor,Chair1_Table
8,1,254,01.10.21,1633072120.169047,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
9,1,269,01.10.21,1633072461.411688,PresenceSensor,Chair1_Table
10,1,270,01.10.21,1633072508.033008,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
11,1,272,01.10.21,1633072794.068542,PresenceSensor,Chair1_Table
12,1,274,01.10.21,1633072828.518289,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
13,1,280,01.10.21,1633072912.796464,PresenceSensor,Door1_Bedroom
14,1,281,01.10.21,1633072916.417784,FloorSensor,T10_Bed
15,1,333,01.10.21,1633073180.488852,PresenceSensor,Door2_Bathroom
16,1,335,01.10.21,1633073647.9386,FloorSensor,T7_Closet
17,1,393,01.10.21,1633073937.767027,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
18,1,451,01.10.21,1633074226.388347,FloorSensor,T7_Closet
19,1,468,01.10.21,1633074313.009667,PresenceSensor,T9_BathroomBed_BedWindow3_Bedroom
20,1,518,01.10.21,1633074562.838095,FloorSensor,T7_Closet
21,2,525,02.10.21,1633156200.0,FloorSensor,T10_Bed
22,2,526,02.10.21,1633156201.5,FloorSensor,T11_BedWindow5_BedroomT8_Window
23,2,593,02.10.21,1633156423.328427,PresenceSensor,Door2_Bathroom
24,2,595,02.10.21,1633156840.949747,FloorSensor,T11_BedWindow5_BedroomT8_Window
25,2,596,02.10.21,1633156844.985281,PresenceSensor,Door1_Bedroom
26,2,597,02.10.21,1633156851.435028,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
27,2,718,02.10.21,1633157669.062445,PresenceSensor,Chair1_Table
28,2,833,02.10.21,1633158812.269552,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
29,2,851,02.10.21,1633159341.583261,PresenceSensor,Chair1_Table
30,2,853,02.10.21,1633159368.033008,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
31,2,858,02.10.21,1633159460.689862,PresenceSensor,Chair1_Table
32,2,859,02.10.21,1633159465.518289,PresenceSensor,Door1_Bedroom
33,2,860,02.10.21,1633159472.553823,PresenceSensor,Door2_Bathroom
34,2,862,02.10.21,1633160016.76093,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
35,2,1004,02.10.21,1633160483.417784,FloorSensor,T10_Bed
36,2,1005,02.10.21,1633160489.867532,FloorSensor,T7_Closet
37,2,1022,02.10.21,1633160575.695959,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
38,2,1052,02.10.21,1633160727.317279,FloorSensor,T7_Closet
39,3,1085,03.10.21,1633242600.0,FloorSensor,T10_Bed
40,3,1086,03.10.21,1633242601.5,FloorSensor,T11_BedWindow5_BedroomT8_Window
41,3,1158,03.10.21,1633242841.328427,PresenceSensor,Door2_Bathroom
42,3,1160,03.10.21,1633243119.949747,FloorSensor,T11_BedWindow5_BedroomT8_Window
43,3,1161,03.10.21,1633243123.985281,PresenceSensor,Door1_Bedroom
44,3,1162,03.10.21,1633243130.435028,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
45,3,1285,03.10.21,1633243989.062445,PresenceSensor,Chair1_Table
46,3,1368,03.10.21,1633244816.269552,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
47,3,1385,03.10.21,1633245419.583261,PresenceSensor,Chair1_Table
48,3,1387,03.10.21,1633245440.033008,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
49,3,1392,03.10.21,1633245522.689862,PresenceSensor,Chair1_Table
50,3,1393,03.10.21,1633245527.518289,PresenceSensor,Door1_Bedroom
51,3,1394,03.10.21,1633245534.553823,PresenceSensor,Door2_Bathroom
52,3,1396,03.10.21,1633245956.76093,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
53,3,1544,03.10.21,1633246444.417784,FloorSensor,T10_Bed
54,3,1545,03.10.21,1633246450.867532,FloorSensor,T7_Closet
55,3,1560,03.10.21,1633246527.695959,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
56,3,1610,03.10.21,1633246778.317279,FloorSensor,T7_Closet
57,4,1661,04.10.21,1633329000.0,FloorSensor,T10_Bed
58,4,1662,04.10.21,1633329001.5,FloorSensor,T11_BedWindow5_BedroomT8_Window
59,4,1707,04.10.21,1633329149.328427,PresenceSensor,Door2_Bathroom
60,4,1709,04.10.21,1633329395.949747,FloorSensor,T11_BedWindow5_BedroomT8_Window
61,4,1710,04.10.21,1633329399.985281,PresenceSensor,Door1_Bedroom
62,4,1711,04.10.21,1633329406.435028,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
63,4,1833,04.10.21,1633330256.062445,PresenceSensor,Chair1_Table
64,4,1960,04.10.21,1633331524.269552,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
65,4,1977,04.10.21,1633332106.583261,PresenceSensor,Chair1_Table
66,4,1979,04.10.21,1633332130.033008,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
67,4,1984,04.10.21,1633332216.689862,PresenceSensor,Chair1_Table
68,4,1985,04.10.21,1633332221.518289,PresenceSensor,Door1_Bedroom
69,4,1986,04.10.21,1633332228.553823,PresenceSensor,Door2_Bathroom
70,4,1988,04.10.21,1633332689.76093,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
71,4,2127,04.10.21,1633333150.417784,FloorSensor,T10_Bed
72,4,2128,04.10.21,1633333156.867532,FloorSensor,T7_Closet
73,4,2144,04.10.21,1633333238.695959,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
74,4,2175,04.10.21,1633333395.317279,FloorSensor,T7_Closet
75,5,2214,05.10.21,1633415400.0,FloorSensor,T10_Bed
76,5,2215,05.10.21,1633415401.5,FloorSensor,T11_BedWindow5_BedroomT8_Window
77,5,2288,05.10.21,1633415647.328427,PresenceSensor,Door2_Bathroom
78,5,2290,05.10.21,1633415952.949747,FloorSensor,T11_BedWindow5_BedroomT8_Window
79,5,2291,05.10.21,1633415956.985281,PresenceSensor,Door1_Bedroom
80,5,2292,05.10.21,1633415963.435028,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
81,5,2413,05.10.21,1633416791.062445,PresenceSensor,Chair1_Table
82,5,2556,05.10.21,1633418211.269552,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
83,5,2574,05.10.21,1633418876.583261,PresenceSensor,Chair1_Table
84,5,2576,05.10.21,1633418908.033008,FloorSensor,T4_KitchenT3_KitchenT2_KitchenStove_StoveT1_StoveT5_Table
85,5,2581,05.10.21,1633418988.689862,PresenceSensor,Chair1_Table
86,5,2582,05.10.21,1633418993.518289,PresenceSensor,Door1_Bedroom
87,5,2583,05.10.21,1633419000.553823,PresenceSensor,Door2_Bathroom
88,5,2585,05.10.21,1633419442.76093,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
89,5,2751,05.10.21,1633419990.417784,FloorSensor,T10_Bed
90,5,2752,05.10.21,1633419996.867532,FloorSensor,T7_Closet
91,5,2771,05.10.21,1633420093.695959,FloorSensor,T9_BathroomBed_BedWindow3_Bedroom
92,5,2801,05.10.21,1633420245.317279,FloorSensor,T7_Closet
93,6,2859,06.10.21,1633501800.0,FloorSensor,T10_Bed
94,6,2860,06.10.21,1633501801.5,FloorSensor,T11_BedWindow5_BedroomT8_Window
95,6,2900,06.10.21,1633501933.328427,PresenceSensor,Door2_Bathroom
